Time (min),Force (N),Position (mm)
0.0155,16.6,0.028100
0.0156,16.7,0.028200
0.0156,16.4,0.028200
0.0156,16.3,0.028200
0.0156,16.4,0.028300
0.0156,16.5,0.028300
0.0156,16.5,0.028400
0.0157,16.4,0.028400
0.0157,16.5,0.028400
0.0157,16.6,0.028500
0.0157,16.7,0.028500
0.0157,16.8,0.028600
0.0157,16.8,0.028600
0.0158,16.6,0.028600
0.0158,16.5,0.028700
0.0158,16.6,0.028700
0.0158,16.8,0.028800
0.0158,16.9,0.028800
0.0158,16.9,0.028900
0.0159,16.9,0.028900
0.0159,16.8,0.028900
0.0159,16.7,0.029000
0.0159,16.7,0.029000
0.0159,16.7,0.029100
0.0159,16.9,0.029100
0.0160,17.1,0.029200
0.0160,17.1,0.029200
0.0160,17.1,0.029300
0.0160,17.1,0.029300
0.0160,17.0,0.029300
0.0160,16.9,0.029400
0.0161,16.9,0.029400
0.0161,17.1,0.029500
0.0161,17.2,0.029500
0.0161,17.3,0.029500
0.0161,17.3,0.029600
0.0161,17.3,0.029600
0.0161,17.3,0.029600
0.0162,17.3,0.029700
